Question,label
"In a regular hexagon with side length 10 cm, determine the length of a line segment that connects the midpoints of two non-adjacent sides.",1
Let X be a topological space where every open cover has a finite subcover. Prove that X is compact.,7
Evaluate the improper integral of e^(-x^2) from 0 to infinity.,2
"Let vector v⃗ = (2, -1, 3) and w⃗ = (cos θ, sin θ, 1). If the dot product v⃗ · w⃗ = 4, find all possible values of θ in the interval [0, 2π).",6
"A printer can produce 30 pages per minute, while a faster model prints 50 pages per minute. The faster printer requires a 3-minute maintenance break after every 200 pages. If both printers start simultaneously and the faster one finishes the job 10 minutes before the slower one, how many pages were in the print job?",0
"A continuous random variable X follows a distribution with probability density function f(x) = k(1-x^2) for -1 ≤ x ≤ 1, and 0 elsewhere. Find the value of k that makes this a valid probability density function.",3
"A parabolic mirror with focal length f is used in a solar energy collector. The mirror's cross-section is formed by rotating the parabola y = ax² about the y-axis: (1) Express a in terms of f. (2) If a light ray parallel to the axis of symmetry strikes the mirror at a point P(x, y), find the coordinates of the point where the reflected ray intersects the axis of symmetry. (3) Calculate the total surface area of the mirror if its diameter is 2d and its depth (measured along the axis of symmetry) is h.",1
"An economist models the supply (S) and demand (D) of a product using the equations: S = 2p + 10 and D = -3p + 100, where p is the price. At equilibrium, supply equals demand. What is the equilibrium price? (A) 18 (B) 20 (C) 22 (D) There is no equilibrium (E) There are infinitely many equilibrium points",6
"Demonstrate that the set of continuous functions from the unit interval $[0,1]$ to itself, equipped with the supremum metric, forms a complete metric space.",7
"A quantum state |ψ⟩ is represented by the vector (1/√2, i/√2, 0) in the standard basis. Compute the expectation value of the observable represented by the Hermitian matrix H = [[1, -i, 0], [i, 2, 1], [0, 1, 3]].",6
"Let R be a ring with unity. Prove that if every non-zero element in R has a multiplicative inverse, then R is a field.",7
"In a survey of 200 people, 80 prefer coffee, 100 prefer tea, and 20 like both. If a person is randomly selected from this group, what's the probability they either prefer coffee or tea but not both?",3
"Prove that in a finite-dimensional vector space V over a field F, every subspace W has a complementary subspace U such that V = W ⊕ U.",7
"Let G be a topological group and H a normal subgroup of G. Prove that if H is closed in G, then G/H with the quotient topology is a topological group.",7
Consider a unit cube in three-dimensional space. Determine the maximum possible volume of a tetrahedron whose vertices are chosen from the cube's vertices.,2
"Consider the ring of continuous functions f: [0,1] → R. Show that the ideal of functions vanishing at a fixed point x₀ ∈ [0,1] is maximal.",7
"In a traffic flow model, the number of cars (C) and trucks (T) passing a checkpoint are governed by: 2C + T = 60 and C - T = 10. How many cars and trucks pass the checkpoint? (A) C = 30, T = 0 (B) C = 25, T = 10 (C) C = 20, T = 20 (D) The equations are incompatible (E) There are multiple possible solutions",6
Let G be a topological group where every element has order 2. Prove that G is abelian.,7
"In a survey of 100 people, their responses to two questions were recorded as vectors p = (a, 100-a) and q = (b, 100-b). If the dot product p · q = 2500 and a > b, how many possible integer values are there for a?",6
"In a game show, contestants spin a wheel numbered from 1 to 100. Let f(x) be the floor function, which returns the largest integer less than or equal to x. A spin is considered ""special"" if f(log₃(spin result)) is odd. What's the expected number of spins needed to get a ""special"" result?",3
"A deck of 52 cards contains 13 cards of each suit (hearts, diamonds, clubs, spades). Cards are drawn one at a time without replacement until either all four aces are drawn or 10 non-ace cards are drawn, whichever comes first. What is the probability, expressed as a percentage rounded to two decimal places, that all four aces will be drawn before 10 non-ace cards are drawn?",3
"Determine the maximum possible value of ∑_{i=1}^{n} ∑_{j=1}^{n} |x_i - x_j|, where x_1, x_2, ..., x_n are real numbers in the interval [-1, 1].",2
"Given three vectors a⃗ = (3, -2, 1), b⃗ = (0, 2, -1), and c⃗ = (1, 1, 1), calculate the volume of the parallelepiped formed by these vectors using the scalar triple product |(a⃗ × b⃗) · c⃗|.",6
"In a psychology experiment, subjects are shown a series of 12 images, half depicting happiness and half depicting sadness. Images are presented randomly without repetition. The test concludes if three consecutive images show the same emotion or if all images are shown. Calculate the expected number of images shown before the test concludes.",3
"Determine all pairs of consecutive primes (p, q) such that p² + q² is a perfect square and p + q is not divisible by any prime less than 10.",4
"A six-sided die is rolled 4 times. Calculate the probability of rolling at least one 6, given as a simplified fraction.",3
Let R be the ring of all 3×3 upper triangular matrices over the real numbers. Classify all the two-sided ideals of R and determine which of them are prime ideals.,7
"A circular garden with radius 15 feet is surrounded by a rectangular path of uniform width. If the outer perimeter of the path is 120 feet, what is the width of the path?",1
"Let X be a locally compact Hausdorff space and C₀(X) be the space of continuous functions f: X → R that vanish at infinity, equipped with the supremum norm. Prove that C₀(X) is complete.",7
"Let A be a 3x3 matrix with eigenvalues λ₁ = 2, λ₂ = -1, and λ₃ = 5. If v⃗ is an eigenvector of A corresponding to λ₂, and |v⃗| = 3, what is the magnitude of Av⃗? Explain how you can determine this without knowing the specific entries of A or v⃗.",6
"A data compression algorithm encodes file sizes (in KB) as 2^⌊log₂(size)⌋. If file sizes are uniformly distributed between 0 and 1024 KB, what percentage of files will be encoded to a value less than or equal to 256 KB?",3
"In a laboratory, five genetically modified plants are grown under identical conditions. Each plant has a 40% chance of developing a specific trait independently of the others. What is the probability that exactly three of the five plants will develop the trait? Express your answer as a percentage rounded to two decimal places.",3
"Calculate the maximum and minimum values of the function f(x,y,z) = a · b, where a = (2, -3, 1) and b = (cos x sin y, sin x sin y, cos z). Given that |a| = √14 and |b| = 1, determine the range of possible values for f(x,y,z) and explain the conditions under which these extrema are achieved.",6
"Prove that in a finite group G, the number of elements of order 2 is odd if and only if |G| is even.",7
"Consider a path-connected topological space X and its fundamental group π₁(X). If there exists a continuous map f: X → S¹ (where S¹ is the unit circle) that induces a non-trivial homomorphism f*: π₁(X) → π₁(S¹), show that X cannot be simply connected.",7
"A cryptographer creates a code using the letters A through T. Valid codes must be 5 letters long with no letter repeated, and the ASCII values of adjacent letters in the code must have a difference that's a prime number. What's the probability that a randomly generated 5-letter code (using A-T without repetition) is valid?",5
"In a cryptographic system, three keys A, B, and C are related by the equations: A = √(B² - 0.01) + √(C² - 0.01) B = √(C² - 0.04) + √(A² - 0.04) C = √(A² - 0.09) + √(B² - 0.09) If the sum of the three keys is equal to p/√q, where p and q are positive integers with no common factors and q has no perfect square divisors except 1, what is the value of p + q?",0
"In a group of 100 people, each person independently chooses to wear either a red, blue, or green shirt with equal probability. What is the probability that the number of people wearing each color shirt is equal? Give your answer as a decimal rounded to 6 decimal places.",5
Find the maximum value of the function $\sqrt{3x^2 + 6x + 5} + \sqrt{x^2 - 8x + \ln^2(x) + 3x\ln(x) - 2\ln(x) + 20}$.,2
"A positive integer is called ""self-descriptive"" if, when its digits are arranged in descending order, each digit represents how many times that digit appears in the number. How many self-descriptive numbers exist below 10^9?",4
A particle moves along a curve defined by x(t) = t^3 - 3t and y(t) = t^2 - 1. Determine the point on this curve where the curvature is maximum.,2
"In a game show, contestants spin two fair spinners. The first spinner has 6 equal sections numbered 1 to 6. The second spinner has 8 equal sections numbered 1 to 8. If the product of the two spun numbers is prime, the contestant wins a prize. What is the expected number of spins needed to win a prize?",3
"In a deck of 52 playing cards, 5 cards are drawn without replacement. Calculate the probability of drawing exactly 3 hearts and 2 spades, given as a percentage rounded to two decimal places.",3
"Let G be a finite group of order n. Prove that if G has a normal subgroup H of order n-2, then G must be abelian.",7
Calculate the smallest whole number n for which the given equations have only one solution:  \[ \left\{\begin{array}{l} \frac{t}{n-\tan(s)-5}=6 \\ t=\frac{\tan(s)+13}{\tan(s)+5} \end{array}\right. \],0
"Let g(x,y) = (x^2y - xy^2) / (x^4 + y^4)^(1/4) when (x,y) ≠ (0,0), and g(0,0) = 0. Determine if the partial derivatives of g exist at (0,0), and if so, calculate them.",2
Define g(n) as the smallest prime factor of n. What is the sum of all composite numbers k ≤ 1000 for which g(k) = g(k+1)?,4
"A standard deck of 52 cards contains 13 hearts. If you draw 3 cards without replacement, what is the probability that all of them are hearts? Express your answer as a percentage.",3
"Two vectors p = (cos θ, sin θ) and q = (x, y) form a parallelogram with area 5. How many integer coordinate pairs (x, y) exist such that p · q = 3?",6
"An experiment has a 30% chance of success. If the experiment is performed 5 times independently, what is the expected number of successful outcomes?",3
"A matrix A is given by [1 2 3; 0 -1 4; 2 1 -2]. Determine the eigenvalues of A^T A, where A^T is the transpose of A. Express your answer as a list of integers in ascending order.",6
A regular tetrahedron with edge length a is intersected by a plane parallel to two of its opposite edges. The intersection forms a rectangle. Express the area of this rectangle in terms of a and the distance d of the plane from either of the two edges. For what value of d is the area of the rectangle maximized?,1
Consider a group G with the discrete topology and a topological space Y. Show that any homomorphism φ: G → Y is continuous if and only if ker(φ) is open in G.,7
"Let h(x,y) = (x^3 + y^3) / (x^2 + y^2) when (x,y) ≠ (0,0), and h(0,0) = 0. Evaluate lim_(x,y)→(0,0) h(x,y) if it exists, or prove that it doesn't exist.",2
"For a ring R, prove that if every non-zero element is a unit, then R is a field.",7
Two circles with radii 5 cm and 12 cm are externally tangent. What is the area of the lune formed between the two circles?,1
"A mathematician discovers that 7(√(4/x) + √(6/y)) is always irrational except for certain positive integer values of x and y. How many such exceptional (x, y) pairs exist?",4
"Given a parallelogram ABCD with vertices A(1, 2), B(4, 5), and C(3, 7), find the area of the parallelogram using the concept of vector cross product.",6
A six-sided die is rolled 5 times. Calculate the probability of getting exactly three 4s in these rolls. Give your answer as a simplified fraction.,3
"Let R be a ring with unity such that for all x in R, x^2 = x. Show that R is commutative and every element of R is idempotent.",7
"Let A be an n×n matrix with entries aᵢⱼ = exp(i(i+j)θ), where i is the imaginary unit, θ = π/n, and 1 ≤ i, j ≤ n. Calculate the determinant of (A + A*), where A* denotes the conjugate transpose of A.",6
"In a survey of n people's heights (in centimeters), what is the largest possible value for the sum of the squared differences between each person's height and the mean height, given that all heights fall between 150 cm and 200 cm?",2
"Given the system of equations: 3x + 2y = 12 5x - y = 7 Which of the following is true? (A) x = 2, y = 3 (B) x = 3, y = 1.5 (C) The system has no solution (D) The system has infinitely many solutions (E) x = 4, y = 0",6
"Define g(x) as the product of the prime factors of x. For example, g(12) = 2 * 3 = 6. What is the sum of all numbers n ≤ 500 for which g(g(n)) = n?",4
"Given a field F and a polynomial f(x) ∈ F[x], prove that the splitting field of f(x) over F is a normal extension of F.",7
"Find all positive integer triples (a, b, c) where a and b are prime numbers, their sum is not divisible by 5, and a^2 + b^2 = c^3.",4
"Let u⃗ = (a, b, c) be a unit vector. If the angle between u⃗ and (1, 1, 1) is π/3, and the angle between u⃗ and (0, 0, 1) is π/4, find the values of a, b, and c.",6
"A company produces two types of products. The first product requires 2 hours of labor and 3 units of material, while the second product needs 1 hour of labor and 4 units of material. If the company has 100 hours of labor and 240 units of material available, which system of inequalities represents these constraints? (Let x be the number of first products and y be the number of second products) (A) 2x + y ≤ 100, 3x + 4y ≤ 240 (B) x + 2y ≤ 100, 3x + 4y ≤ 240 (C) 2x + y ≤ 100, 4x + 3y ≤ 240 (D) x + y ≤ 100, 3x + 4y ≤ 240 (E) 2x + y ≤ 100, 3x + 4y ≥ 240",6
"For the function f(x,y) = (x^2y - xy^2) / (x^2 + y^2) when (x,y) ≠ (0,0), and f(0,0) = 0, investigate the existence of partial derivatives at the origin.",2
Determine the maximum real value of m that ensures the system below has a unique solution:  \[ \left\{\begin{array}{l} w = \frac{5v + 3}{m + \ln(v) + 1} \\ w = \frac{v^2 + 2v - 1}{v - 2} \end{array}\right. \],0
"A six-sided die is rolled 4 times. Calculate the probability that the sum of the numbers rolled is exactly 12, given that at least one roll was a 6.",3
Consider a Markov chain with n states (n ≥ 3) where the transition matrix P has entries p_ij = (1 + cos((i-j)2π/n))/2. Find the eigenvalues of P.,6
"Prove that in a finite group G, the order of any element divides the order of the group.",7
"Consider a rectangular grid of dots with m rows and n columns. A path starts at the top-left corner and can only move right or down, one step at a time. However, at each step, there is a 1/k chance (where k is a positive integer) that the path will terminate prematurely. What is the expected number of steps taken before the path either reaches the bottom-right corner or terminates prematurely?",5
"In a quantum system with n energy levels, the Hamiltonian matrix H has entries h_ij = δ_ij + (1-δ_ij) * exp(2πi(i-j)/n), where δ_ij is the Kronecker delta. Calculate the trace of H^n.",6
"Consider the linear transformation T(x, y) = (2x - y, x + 3y). Determine the number of distinct integer pairs (a, b) for which T(a, b) = (20, 12).",6
"Given basis vectors e₁ = (1, 1, x) and e₂ = (2, y, 1) in ℝ³, how many integer pairs (x, y) exist such that e₁ and e₂ are perpendicular and |e₁| = |e₂|?",6
"Find the smallest positive integer k for which there exist exactly 10 pairs of distinct primes (p, q) satisfying the equation p^2 + q^2 = k^2.",4
Show that the quotient ring Z[x]/(x^2 + 3) is isomorphic to the complex numbers.,7
"Let M be an n×n matrix where n is odd, and each entry m_ij = sin((i+j)π/n). Determine the rank of M in terms of n.",6
Let M be an n × n matrix where each entry m_ij is the number of distinct prime factors of |i-j|+1. For what values of n is M guaranteed to be invertible?,6
"A surface is defined by z = xy ln(x^2 + y^2) for (x,y) ≠ (0,0), and z = 0 when (x,y) = (0,0). Investigate whether this surface is continuous at the origin.",2
"A continuous random variable Z follows the exponential distribution with parameter λ. If Y = e^Z, find the cumulative distribution function of Y.",3
"For a set of n distinct points (x1, y1), (x2, y2), ..., (xn, yn) in the xy-plane, what is the maximum possible sum of the squares of the distances between all pairs of points, given that all points lie within a circle of radius R centered at the origin?",2
Consider the $n \times n$ matrix $B$ with entries $b_{ij} = \frac{1}{i+j-1}$. Find an expression for the rank of $B$ in terms of $n$.,6
A binary string of length 8 is created where each bit is independently set to 1 with probability 0.6 and 0 with probability 0.4. What's the expected number of 1's in the string?,5
"Prove that for any positive integer n, the number $n^4 + 4^n$ is never a perfect square.",4
"In a social network analysis, a connection matrix C is formed where c_ij represents the strength of connection between users i and j on a scale of 0 to 1. If C is symmetric and c_ii = 1 for all i, what can be said about the eigenvalues of C?",6
"For the function g(x,y) = (x^3 + y^3) / (x^2 + y^2), investigate its continuity at the origin (0,0). If it's not continuous, find the directional limits along different paths.",2
"Two quantum states are represented by vectors |ψ₁⟩ = (1/√2, i/√2) and |ψ₂⟩ = (1/√3, √2/√3). What is the probability of measuring the system in the first basis state if it's in an equal superposition of |ψ₁⟩ and |ψ₂⟩?",6
"A kite-shaped quadrilateral has diagonals of lengths 16 cm and 12 cm, intersecting at right angles. Find the area of the kite.",1
"Let R be a commutative ring with unity and X = Spec(R) be its prime spectrum with the Zariski topology. If I is an ideal of R, show that the set V(I) = {p ∈ X | I ⊆ p} is closed in X.",7
"Calculate the volume of the solid obtained by rotating the region bounded by y=x^2, y=4-x^2, and the y-axis about the x-axis.",2
"Let vectors u = (2, -1, 3) and v = (cos θ, sin θ, 0) where θ is an angle. If |u| = √14 and |v| = 1, find the maximum and minimum possible values of the dot product u · v. Express your answer as an interval [min, max].",6
Determine the points of inflection for the curve defined by $y = x^3 - 12x^2 + 36x - 24$.,2
"Given a topological space X and a function f: X → R, show that the set of points where f is continuous is a Gδ set in X.",7
A stock's daily returns are modeled by a random variable R with probability density function g(r) = (1/2)e^(-|r|). Find the probability density function of S = R³.,3
"Let (X, τ) be a topological space and A, B be subsets of X. Show that if A is dense in X and B is nowhere dense in X, then A \ B is dense in X.",7
"In a survey of 3600 people, each person chose a favorite number between 1 and 100 inclusive. What's the maximum number of people who could have chosen a number that's a factor of 3600?",4
"Consider a 20×20 grid of cells. A ""path"" starts at the top-left cell and can move only right or down, ending at the bottom-right cell. How many paths exist where exactly 7 cells containing prime numbers (excluding 1) are visited?",5
Let R be the ring of all bounded sequences of real numbers. Show that the set of all sequences converging to 0 forms a maximal ideal in R.,7
"A laboratory conducts experiments with two types of chemical reactions. The first reaction produces 3 units of substance X and 2 units of substance Y, while the second produces 1 unit of X and 4 units of Y. How many times should each reaction be performed to produce exactly 11 units of X and 18 units of Y?",6
"In a neural network, the weights w1, w2, ..., wn are adjusted during training. If each weight is constrained to the interval [-5, 5], what is the maximum possible value of the sum of squared differences between all pairs of weights?",2
"In a quantum system, a density matrix ρ is constructed such that ρ_ij = 1 / (i + j - 1) for all i and j. If ρ is a 3 × 3 matrix, determine if it is positive semidefinite and calculate its von Neumann entropy.",6
"In a certain game, players roll two fair six-sided dice. The score is calculated as the absolute difference between the two dice rolls, raised to the power of 2. What is the expected value of a player's score?",3
Determine the points of inflection for the curve defined by $y = x^3 - 12x^2 + 48x - 64$.,2
"Let R be a commutative ring with unity and M be an R-module. If I is an ideal of R, prove that the closure of IM in the I-adic topology on M is equal to the intersection of In M for all positive integers n.",7
"For the function $f(x) = \ln(x^2 + 1) + \arctan(x)$, find the absolute minimum value on the closed interval $[-1, 2]$.",2
Consider the ring R = Z[√-7]. Find all units in this ring and prove that they form a group under multiplication.,7
A particle moves along a curve defined by x(t) = t^3 - 3t and y(t) = t^2 - 1. Determine the maximum distance between any two points on this curve for 0 ≤ t ≤ 2.,2
"A sequence of independent trials is performed, each with probability of success p. Let Y be the number of failures before the second success. Calculate the variance of Y in terms of p.",3
"Find all pairs of distinct primes $(p,q)$ satisfying the equation $p^q - q^p = 2025$.",4
A deck of 52 cards is shuffled and dealt into 13 piles of 4 cards each. What's the probability that at least one pile contains all four suits? Give your answer as a decimal rounded to four places.,5
"A data scientist is modeling customer waiting times at a call center. If the waiting time X (in minutes) follows a gamma distribution with shape parameter k = 2 and scale parameter θ = 3, calculate P(X > 10). Give your answer as a percentage to two decimal places.",3
"In a group of 30 students, 18 play basketball and 12 play volleyball. If a student is randomly selected, what is the probability (as a percentage) that they do not play either sport?",3
"Find the maximum value of the function $\sin(\sqrt{x^2 + 2x}) + \cos(\sqrt{x^2 - 4x + 5})$ on the interval $[-2, 2]$.",2
"In a social network analysis, a connection matrix C is created where c_ij represents the number of mutual friends between users i and j. If C is symmetric and has zeros on its main diagonal, show that the rank of C is at most half the number of users.",6
"Examine the limit of the function g(r,θ) = r sin(1/r) cos(θ) as r approaches 0 in polar coordinates. Does the limit depend on θ?",2
"Let u⃗, v⃗, and w⃗ be unit vectors in ℝ³. If u⃗ · v⃗ = 1/2, u⃗ · w⃗ = 1/3, and v⃗ · w⃗ = 1/4, calculate the volume of the parallelepiped formed by these vectors.",6
A six-sided die is rolled repeatedly until the product of all rolls reaches or exceeds 720. What is the expected number of rolls needed?,5
Consider a 3x3 matrix A where each element a_ij is the GCD of i and j. Calculate the determinant of A.,6
"Let M be an n × n matrix where n ≥ 3. If the entries of M are given by m_ij = sin((i+j)π/n) for all i,j, calculate the trace of M^2 + 2M.",6
"Find the absolute minimum and maximum values of f(x, y) = xe^y + ye^x on the closed disk x^2 + y^2 ≤ 4.",2
"A survey asks respondents to rank their preference for 5 different ice cream flavors. How many possible ranking outcomes are there if ties are allowed, but at least one flavor must be ranked first and at least one flavor must be ranked last?",5
A standard deck of 52 cards is shuffled. Cards are drawn one at a time without replacement until the first ace appears. What is the probability that exactly 10 cards are drawn?,3
"In a chemical reaction, 2 parts of compound X and 3 parts of compound Y produce 8 units of product Z, while 4 parts of X and 1 part of Y produce 7 units of Z. How much of each compound is needed to produce exactly 15 units of Z? A) 3 parts X, 3 parts Y B) 2 parts X, 4 parts Y C) 5 parts X, 2 parts Y D) No combination produces exactly 15 units E) Multiple combinations are possible",6
"In a chemical reaction, the concentrations of two substances A and B are related by: 2A - 3B = 5 4A + B = 13 What is the concentration of substance A? (A) 2 (B) 3 (C) 4 (D) 5 (E) Cannot be determined from the given information",6
"Consider h(x,y) = e^(-x^2-y^2) sin(1/sqrt(x^2+y^2)) for (x,y) ≠ (0,0) and h(0,0) = 0. Is h continuous at (0,0)? Justify your answer.",2
"In a survey of 200 people, 120 prefer coffee and 90 prefer tea. If a person is selected at random from this group, what is the probability they like both coffee and tea?",3
"Let G be a topological group. Prove that if G is compact and Hausdorff, then G is isomorphic to a closed subgroup of the unitary group U(n) for some n.",7
"Given the system of equations: ax + by = 5 and cx + dy = 7, where a, b, c, and d are constants. Under what condition(s) does this system have a unique solution? (A) ad - bc ≠ 0 (B) ad + bc = 0 (C) a = c and b = d (D) a = b and c = d (E) This system always has infinitely many solutions",6
"Determine all pairs of consecutive prime numbers (p, q) such that p + q + 1 is a perfect square and p * q is one less than a power of 2.",4
Let R be the real line with the usual topology and Z be the integers with the subspace topology. Define f: R → R by f(x) = sin(πx). Prove that the restriction of f to Z is a homeomorphism onto its image.,7
"A number is called a ""square-root integer"" if it can be expressed as m + √n, where m and n are non-negative integers and n is not a perfect square. How many square-root integers exist between 10 and 20?",4
"Consider the equation $\frac{x}{y} + \frac{y}{z} + \frac{z}{x} = k$, where x, y, and z are positive integers and k is a constant. Find the smallest positive integer value of k for which this equation has at least 100 distinct integer solutions for (x, y, z).",4
"A function f(x) satisfies f(x+2) = 2f(x) + 3 for all real x, and f(0) = 1. Compute the value of f(8).",0
Determine the total distance traveled by a particle moving along the curve described by the parametric equations x = 3cos(t) - cos(3t) and y = 3sin(t) - sin(3t) for 0 ≤ t ≤ 2π.,2
"Let X be a compact Hausdorff space and Y a Hausdorff space. If f: X → Y is a continuous bijection, prove that f is a homeomorphism.",7
"Let A be an algebra over a field F. Prove that if every element a in A satisfies a polynomial equation with coefficients in F of degree at most 3, then A is commutative.",7
"A factory produces lightbulbs with lifespans that follow a normal distribution with a mean of 1000 hours and a standard deviation of 100 hours. If a lightbulb is randomly selected, what is the probability that it will last between 850 and 1150 hours?",3
A binary string is constructed by flipping a fair coin 20 times. How many possible strings will have exactly 7! substrings that contain an equal number of 0's and 1's?,5
"Given two matrices A = [[2, -1], [3, 4]] and B = [[x, 2], [1, y]]. Find the number of integer pairs (x, y) such that det(AB) = 100.",6
"A regular hexagon is inscribed in a circle of radius R. A line segment is drawn from one vertex to a point on the opposite side, dividing the hexagon into two quadrilaterals. If the ratio of the areas of these quadrilaterals is 3:2, find the length of this line segment in terms of R. Additionally, determine the angle this line segment makes with the side of the hexagon it intersects.",1
"A quantum state |ψ⟩ is represented by the vector (1/√2, i/√2, 0) in the standard basis. Calculate the probability of measuring the system in the state represented by the vector (√3/2, 1/2, 0).",6
"The population of a bacteria colony grows exponentially, doubling every 30 minutes. If the initial population is 1000 bacteria, at what rate (in bacteria per minute) is the population increasing after 2 hours?",2
"A transformation matrix T rotates vectors in R² by 45° counterclockwise. If u⃗ = (3, -1) is transformed by T, what are the coordinates of the resulting vector Tu⃗? Give your answer as an ordered pair (x, y) with exact values.",6
"Consider a linear transformation T: R³ → R³ defined by T(x, y, z) = (2x - y + z, x + 3y - 2z, -x + 2y + 4z). Find the matrix representation of T and determine if it is invertible. If so, calculate its inverse.",6
Calculate the work done in pumping all the water out of a conical tank with radius 3 meters and height 4 meters if the tank is full and the water weighs 1000 kg/m³. (Assume g = 9.8 m/s²),2
"Let p and q be prime numbers satisfying the equation $3(\sqrt[3]{\frac{2}{p}}+\sqrt[3]{\frac{18}{q}})=k$, where k is an integer. Determine the number of distinct ordered pairs (p,q) that satisfy this condition.",4
"Consider an n × n matrix T where t_ij is the number of integer solutions to the equation x + y = i + j - 1, with x and y being non-negative integers. Determine the rank of T as a function of n.",6
"Let M be an n×n matrix where n is odd, with entries mij = sin((i+j)π/n). Find the determinant of M^2 + I, where I is the n×n identity matrix.",6
"The temperature T (in °C) of a cup of coffee cooling in a room is given by T = 20 + 80e^(-0.1t), where t is time in minutes. At what rate is the coffee cooling after 5 minutes?",2
"A recipe calls for m cups of flour and n cups of sugar in the ratio 3:2. If 15 cups of ingredients are used in total, express m in terms of n.",0
"A cylindrical water tank is being filled at a rate such that at time t hours, its volume is 2t^3 cubic meters. At what rate, in cubic meters per hour, is water flowing into the tank when the height of the water is 8 meters?",2
"A 3x3 matrix A has eigenvalues λ₁ = 2, λ₂ = -1, and λ₃ = 0. What is det(A)? A) -2 B) 0 C) 1 D) 2 E) Cannot be determined from the given information",6
"For positive integers a and b, define f(a,b) as the number of integers x in the range 1 ≤ x ≤ ab that are relatively prime to both a and b. Express f(30,42) in terms of Euler's totient function φ.",4
"A biased six-sided die has probabilities of rolling each number as follows: P(1) = 0.1, P(2) = 0.1, P(3) = 0.2, P(4) = 0.2, P(5) = 0.2, P(6) = 0.2. If the die is rolled twice, what is the probability that the sum of the two rolls is greater than 9?",3
"Consider the quotient space X = R²/~ where (x,y) ~ (x',y') if and only if x-x' and y-y' are both integers. Show that X is homeomorphic to the torus S¹ × S¹.",7
"In a survey, respondents rated two products on a scale of 1-10. If 2 times the rating of product A plus 3 times the rating of product B equals 36, and the rating of product A minus 2 times the rating of product B equals -7, what are the ratings? A) A = 6, B = 8   B) A = 7, B = 7   C) A = 8, B = 6   D) A = 9, B = 6   E) Multiple solutions exist",6
"A bag contains 5 red marbles, 3 blue marbles, and 2 green marbles. Marbles are drawn one at a time without replacement until all marbles of one color are gone. What is the probability that the last marble drawn is blue?",3
For what minimum positive integer value of p does the following system have precisely one solution?  \[ \left\{\begin{array}{l} \frac{q}{p-\sin(r)-1}=5 \\ q=\frac{\sin(r)+6}{\sin(r)+2} \end{array}\right. \],0
"A cryptographer designs a $m \times m$ encoding matrix $E$ where $e_{ij} = (-1)^{i+j} \cdot \gcd(i,j)$ for $1 \leq i,j \leq m$. For $m = 3$, compute the inverse of $E$ if it exists, or explain why it doesn't.",6
"In a game show, contestants spin a wheel with 20 equal sectors. The wheel has 8 red sectors, 6 blue sectors, 4 green sectors, and 2 yellow sectors. A contestant wins if they spin the same color three times in a row. What is the expected number of spins needed to win the game?",3
Consider a continuous surjective function f: X → Y between compact Hausdorff spaces. Define an equivalence relation ~ on X by x ~ y if and only if f(x) = f(y). Prove that the quotient space X/~ is homeomorphic to Y.,7
"A company manufactures custom dice with 12 sides. Each die has a unique set of letters printed on its faces. If you roll 7 of these dice simultaneously, what's the probability of spelling out ""STATISTICS"" in the correct order with the top faces?",3
"Consider the vector-valued function f(t) = (cos t, sin t, t). Calculate the unit tangent vector T(t), the unit normal vector N(t), and the binormal vector B(t) at any point t. Then, verify that these vectors form an orthonormal basis for R³.",6
"A social network has 1000 users. Each user follows exactly 10 others, and no two users follow the exact same set of people. What's the expected number of users who are followed by nobody?",5
"Let R be a commutative ring with unity. Show that if every prime ideal of R is maximal, then dim R = 0 (i.e., R has Krull dimension zero).",7
A factory produces widgets with a 2% defect rate. Quality control randomly selects 50 widgets for inspection. Calculate the probability that the sample contains at least one defective widget. Give your answer as a percentage rounded to the nearest whole number.,3
"Given an n × n matrix A with complex entries, prove that if A is normal (i.e., A*A = AA* where A* is the conjugate transpose of A), then A is unitarily diagonalizable.",6
"In a group of 100 people, everyone is assigned a unique ID number from 1 to 100. They form pairs such that the sum of IDs in each pair is prime. What is the maximum number of pairs that can be formed?",5
"Given the augmented matrix [1 2 3 | 4; 2 4 6 | 8], which statement is true about the corresponding system of equations? A) The system has a unique solution (1, 1, 0) B) The system has no solution C) The system has infinitely many solutions D) The system is underdetermined E) The system is overdetermined",6
Consider a square matrix A of size n × n where each element a_ij is defined as the greatest common divisor of i and j. Determine the determinant of A for any given positive integer n.,6
"Let A be an n×n matrix with entries a_ij = min(i,j)/max(i,j) for i,j = 1,2,...,n. Prove that for any n, the determinant of A is always positive, and find a general expression for det(A) in terms of n.",6
"A biased coin has probability p of landing heads. After n tosses, the probability of getting exactly k heads is equal to the probability of getting exactly k tails. Find p in terms of n.",3
"Prove that in a finite-dimensional vector space V over a field F, every subspace has a complement. That is, for any subspace W of V, there exists a subspace U such that V = W ⊕ U.",7
"A point (x,y) is randomly selected from the unit square [0,1] × [0,1]. Define the point as 'golden' if [10x] + [10y] is divisible by 3. What percentage of points in the square are 'golden'?",3
"In a 3D video game, a character's position is represented by vector p⃗ = (3, 4, -2) and their velocity by vector v⃗ = (1, -2, 2). The game uses a transformation matrix M to update the character's position after t seconds. If M = [[1, t, 0], [0, 1, 0], [0, 0, 1]], express the character's new position as a function of t and find the value of t when the character reaches the point (7, -2, -2).",6
